ISO,Country / Region,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
GNB,Guinea-Bissau,,0.0,5.0,213.0,,22.0,60.0,28.0,11.0,0.0,153.0,1.0,0.0,0.0,0.0,26.0,0.0,12.0,1.0,0.0,0.0,3526.0,1158.0,298.0,126.0,,472.0,,498.0,73.0,528.0,378.0,1707.0,842.0,2396.0,259.0
GUY,Guyana,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
HTI,Haiti,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,992.0,0.0,3.0,0.0,1.0,,,,,,1414.0
HND,Honduras,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,13.0,58.0,95.0,8360.0
HUN,Hungary,,18.0,1.0,0.0,0.0,0.0,23.0,14.0,36.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,1.0,1.0,23.0,24.0,12.0,4.0,11.0,33.0,14.0,16.0,29.0
ISL,Iceland,,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,2.0,7.0,8.0,8.0,10.0,14.0
IND,India,,18530.0,65150.0,40967.0,5700.0,5604.0,10430.0,19474.0,12032.0,17250.0,30168.0,26530.0,8285.0,3305.0,33634.0,31458.0,56188.0,44258.0,41144.0,64185.0,36711.0,55443.0,47147.0,40044.0,51780.0,38835.0,21013.0,33990.0,61004.0,47072.0,37494.0,50518.0,50391.0,71798.0,77859.0,89612.0
IDN,Indonesia,,6328.0,18063.0,7704.0,394.0,524.0,1965.0,5300.0,9035.0,6962.0,15099.0,12943.0,8419.0,15489.0,21893.0,18869.0,20818.0,15369.0,19456.0,20422.0,15853.0,29171.0,24457.0,14492.0,3825.0,3344.0,4767.0,1034.0,15313.0,35383.0,37693.0,48147.0,63751.0,80580.0,90358.0,92105.0
IRN,Iran (Islamic Republic of),,449.0,648.0,230.0,103.0,4.0,20.0,203.0,51.0,82.0,615.0,99.0,189.0,332.0,73.0,538.0,262.0,127.0,133.0,220.0,7.0,3.0,11644.0,9554.0,9582.0,11874.0,4137.0,2869.0,3901.0,2329.0,263.0,506.0,4616.0,5028.0,6034.0,5341.0
IRQ,Iraq,,32494.0,12331.0,12.0,197.0,,3799.0,489.0,41.0,37.0,1433.0,1317.0,669.0,15.0,15.0,492.0,30328.0,5494.0,230.0,474.0,908.0,9081.0,,,4088.0,726.0,9920.0,43735.0,708.0,256.0,7650.0,10657.0,16339.0,20106.0,11358.0,3045.0
IRL,Ireland,,207.0,4.0,2.0,0.0,15.0,65.0,76.0,25.0,43.0,4.0,33.0,51.0,107.0,285.0,443.0,164.0,57.0,64.0,87.0,95.0,334.0,584.0,243.0,241.0,,147.0,204.0,185.0,228.0,235.0,1233.0,4328.0,179.0,135.0,556.0
ISR,Israel,,,,0.0,0.0,6.0,1139.0,3177.0,42.0,8.0,80.0,6.0,50.0,211.0,70.0,23.0,5.0,931.0,539.0,9.0,2.0,116.0,124.0,2.0,19.0,36.0,14.0,8.0,12.0,19.0,22.0,1555.0,141.0,66.0,991.0,230.0
ITA,Italy,,1045.0,44.0,15.0,9.0,103.0,1623.0,2682.0,4042.0,,159.0,,,376.0,5189.0,372.0,351.0,1617.0,321.0,439.0,135.0,599.0,10982.0,9385.0,,1457.0,2908.0,4072.0,41254.0,32596.0,37131.0,6158.0,16890.0,65013.0,23458.0,5223.0
JAM,Jamaica,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,15.0,0.0,0.0,0.0,308.0,3651.0
JPN,Japan,,45.0,,,6.0,12.0,742.0,279.0,187.0,165.0,35.0,462.0,229.0,228.0,434.0,450.0,741.0,11015.0,,520.0,,8752.0,8286.0,33812.0,22552.0,22497.0,,899.0,,1640.0,,,2002.0,,5452.0,3259.0
JOR,Jordan,,14.0,,457.0,,0.0,48.0,0.0,0.0,0.0,0.0,20.0,120.0,3.0,0.0,0.0,0.0,2.0,41.0,1.0,28.0,21.0,76.0,19.0,61.0,32.0,115.0,428.0,7026.0,448.0,318.0,516.0,2985.0,1071.0,143.0,290.0
KAZ,Kazakhstan,,28147.0,15111.0,4.0,2.0,3270.0,13326.0,576.0,2.0,122.0,526.0,321.0,73.0,55.0,127.0,4.0,0.0,20.0,13.0,109.0,16118.0,2204.0,24.0,18.0,94.0,245.0,1391.0,1935.0,120.0,123.0,284.0,1788.0,3297.0,647.0,1425.0,273.0
KEN,Kenya,,1417.0,896.0,1774.0,266.0,597.0,439.0,822.0,63.0,128.0,95.0,354.0,190.0,,2395.0,95.0,1218.0,1282.0,1516.0,1847.0,153.0,20.0,65.0,766.0,11304.0,21002.0,8601.0,9262.0,3339.0,3572.0,3322.0,4180.0,961.0,65004.0,59937.0,77072.0
KIR,Kiribati,,0.0,,,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,355.0,25.0,13.0,4.0,292.0,114.0,4357.0,8.0,30.0
XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,,7.0,6.0,7.0,3.0,,12.0,42.0,18.0,8.0,18.0,55.0,62.0,27.0,32.0,13.0,,,,,10.0,23.0,,,,6.0,13.0,90.0,26.0,15.0,12.0,432.0,260.0,383.0,165.0,71.0
KGZ,Kyrgyzstan,,14380.0,7046.0,,3.0,,2380.0,1007.0,5.0,0.0,17779.0,318.0,1.0,0.0,222.0,0.0,1.0,16.0,40.0,27.0,53.0,8.0,6.0,2.0,17.0,16.0,478.0,2397.0,998.0,74.0,17.0,168.0,3825.0,815.0,824.0,584.0
LAO,Lao People's Democratic Republic,,1.0,2.0,0.0,2.0,138.0,1119.0,10.0,3.0,8.0,56.0,339.0,71.0,32.0,113.0,153.0,78.0,174.0,1678.0,58.0,295.0,1491.0,1810.0,2070.0,94.0,332.0,2302.0,4613.0,671.0,917.0,3174.0,984.0,1083.0,520.0,1400.0,2168.0
LVA,Latvia,,0.0,1.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,36.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0,,,1.0,0.0,0.0,3.0,4.0,3.0,2.0,10.0,54.0,248.0,6.0,21.0
LBN,Lebanon,,74.0,346.0,,,15.0,1047.0,944.0,126.0,44.0,39.0,112.0,1761.0,9.0,9.0,12.0,22.0,24.0,373.0,956.0,618.0,213.0,526.0,36.0,8.0,5.0,8.0,966.0,134.0,2.0,3.0,51.0,396.0,13.0,,
LSO,Lesotho,,2.0,17.0,3.0,368.0,39.0,464.0,7.0,0.0,0.0,0.0,0.0,516.0,179.0,172.0,2488.0,0.0,0.0,2.0,1.0,,31.0,1.0,0.0,217.0,660.0,944.0,,0.0,,304.0,573.0,235.0,1816.0,2351.0,2195.0
LBR,Liberia,,1053.0,4604.0,8300.0,250.0,884.0,1203.0,3781.0,960.0,789.0,1060.0,34.0,0.0,43.0,279.0,2200.0,6.0,1.0,1.0,20.0,8.0,4.0,142.0,131.0,1379.0,5977.0,1679.0,1436.0,2961.0,1938.0,56.0,571.0,6398.0,5776.0,,
LBY,Libya,,207.0,257.0,32.0,,,188.0,1082.0,8.0,32.0,82.0,372.0,,320.0,,,329.0,8.0,59.0,1.0,292.0,2771.0,,3890.0,633.0,,,50.0,26.0,,,1127.0,733.0,3691.0,1695.0,931.0
LTU,Lithuania,,30.0,3.0,0.0,0.0,2.0,834.0,30.0,2.0,22.0,50.0,11.0,35.0,0.0,7.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,103.0,7.0,19.0,23.0,18.0,30.0,35.0,188.0,286.0,249.0,200.0,143.0,
LUX,Luxembourg,,3.0,0.0,0.0,0.0,0.0,24.0,4.0,4.0,0.0,0.0,,0.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,,0.0,1.0,,,0.0,,,1.0,25.0,1.0,1.0,4.0,48.0,1.0,16.0
MDG,Madagascar,,104.0,355.0,80.0,44.0,777.0,213231.0,21420.0,11.0,5.0,3.0,3.0,6.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,,35558.0,62233.0,10795.0,9357.0,35256.0,35196.0,15510.0,13865.0,5961.0,11731.0,14164.0,6060.0,1846.0,5824.0,14459.0
MWI,Malawi,,958.0,173.0,29.0,5.0,76.0,17.0,1.0,4.0,0.0,0.0,3.0,1.0,11.0,26.0,118712.0,21.0,20.0,143.0,1.0,184.0,1116.0,167.0,92.0,150.0,304.0,152.0,3591.0,10845.0,9120.0,4218.0,2164.0,3614.0,32177.0,5730.0,
MYS,Malaysia,,3791.0,2002.0,209.0,128.0,478.0,1077.0,1981.0,1709.0,1569.0,1318.0,221.0,195.0,1868.0,1569.0,73.0,153.0,334.0,394.0,564.0,1407.0,5729.0,632.0,408.0,2198.0,6187.0,2576.0,483.0,627.0,460.0,654.0,346.0,542.0,363.0,275.0,563.0
MDV,Maldives,,2.0,5.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,47.0,1395.0,37.0,75.0,926.0,0.0,20.0,,0.0,,0.0,3070.0,706.0,61.0,0.0,0.0,0.0
MLI,Mali,,368.0,364.0,765.0,2074.0,498.0,454.0,499.0,26.0,107.0,215.0,290.0,221.0,341.0,24.0,1719.0,2939.0,98.0,2.0,128.0,33.0,172.0,232.0,717.0,4464.0,1578.0,2506.0,10240.0,3531.0,10995.0,3306.0,3420.0,10595.0,7830.0,13473.0,1388.0
MLT,Malta,,10.0,0.0,0.0,1.0,2.0,30.0,6.0,0.0,0.0,2.0,0.0,,,3.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,4.0,7.0,2.0,2.0,1.0,3.0,5.0,16.0,27.0,8.0,3.0,43.0,8.0,6.0
MHL,Marshall Islands,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,10.0,19.0,14.0
MRT,Mauritania,,1107.0,339.0,96.0,249.0,0.0,196.0,77.0,63.0,13.0,1.0,14.0,62.0,35.0,234.0,1292.0,322.0,4.0,11.0,22.0,127.0,5039.0,3611.0,883.0,1398.0,,5263.0,1303.0,499.0,,195.0,2668.0,5754.0,4990.0,4601.0,1379.0
MUS,Mauritius,,0.0,0.0,0.0,0.0,,98.0,,0.0,0.0,,0.0,0.0,0.0,2.0,12.0,15.0,12.0,13.0,3.0,7.0,28.0,777.0,,0.0,0.0,0.0,,0.0,0.0,6.0,10.0,88.0,7.0,0.0,1.0
MEX,Mexico,,7.0,0.0,0.0,0.0,196.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,6.0,64.0,44.0,0.0,3.0,30.0,0.0,0.0,0.0,2.0,244.0,128.0,172.0,533.0,5077.0,68782.0
FSM,Micronesia (Federated States of),,,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,930.0,0.0,41.0,0.0,1.0
MCO,Monaco,,2.0,0.0,,0.0,,1.0,0.0,1.0,,,,,5.0,,,,,,,,,0.0,,,,,0.0,,,,,,160.0,,0.0
MNG,Mongolia,,12.0,0.0,46.0,,0.0,2.0,1.0,9.0,30273.0,20359.0,0.0,0.0,0.0,0.0,7.0,8.0,31.0,12.0,26.0,0.0,0.0,18.0,1205.0,10677.0,925.0,10.0,8.0,4.0,128.0,555.0,177.0,71.0,1069.0,656.0,296.0
MNE,Montenegro,,35.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
MSR,Montserrat,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,Morocco,,,,,,,,483.0,,,17.0,10.0,92.0,668.0,982.0,633.0,834.0,1455.0,2248.0,1217.0,,6399.0,10841.0,6000.0,2724.0,7368.0,10853.0,7863.0,2512.0,1324.0,2380.0,3512.0,8431.0,6008.0,2125.0,1577.0
MOZ,Mozambique,,1237.0,656.0,1047.0,619.0,426.0,63.0,16.0,122.0,,79.0,9.0,8.0,145.0,177.0,2321.0,60.0,4.0,267.0,183.0,12598.0,9396.0,28898.0,7155.0,7085.0,7375.0,3936.0,15693.0,15324.0,9251.0,4166.0,9618.0,5799.0,3092.0,5059.0,18082.0
MMR,Myanmar,,30.0,15.0,10.0,8.0,444.0,5252.0,1389.0,1293.0,266.0,6.0,122.0,1010.0,2175.0,2046.0,190.0,329.0,333.0,1088.0,760.0,314.0,1329.0,830.0,736.0,2519.0,845.0,791.0,1465.0,1035.0,1684.0,1170.0,1855.0,2682.0,1794.0,4437.0,7900.0
NAM,Namibia,,15.0,42.0,31.0,4.0,5.0,12.0,9.0,16.0,40.0,212.0,477.0,1028.0,86.0,79.0,3138.0,4076.0,0.0,21.0,3.0,4.0,4.0,262.0,1278.0,416.0,469.0,296.0,495.0,5359.0,4901.0,1723.0,133.0,1328.0,6874.0,,
NRU,Nauru,,0.0,,,,,0.0,,,0.0,,,,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,58.0,,0.0,,,,,300.0
NPL,Nepal,,113.0,963.0,130.0,143.0,388.0,430.0,260.0,99.0,1269.0,1599.0,1279.0,1861.0,3362.0,2359.0,190.0,189.0,2089.0,1415.0,2838.0,5023.0,12074.0,13344.0,6749.0,10849.0,9397.0,,5771.0,12677.0,7213.0,4810.0,1401.0,59.0,136.0,93.0,182.0
NLD,Netherlands (Kingdom of the),,202.0,7.0,6.0,0.0,2.0,84.0,24.0,16.0,6.0,7.0,140.0,2632.0,10.0,51.0,15.0,15.0,109.0,10.0,1.0,4.0,11.0,4.0,3.0,,1019.0,2368.0,9.0,21.0,57.0,184.0,302.0,468.0,472.0,59.0,16.0
NCL,New Caledonia,,0.0,0.0,0.0,,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,2.0,6.0,6.0,3.0,5.0,18.0
NZL,New Zealand,,1.0,,0.0,0.0,7.0,2189.0,30.0,15.0,103.0,10.0,280.0,8.0,68.0,597.0,43.0,198.0,,25.0,20.0,20.0,33.0,66.0,21.0,65.0,65.0,106.0,164.0,2041.0,,,33.0,69.0,,9239.0,
NIC,Nicaragua,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,339.0,2332.0,0.0,0.0
NER,Niger,,2362.0,1708.0,12898.0,9271.0,2754.0,10321.0,5034.0,1171.0,776.0,7693.0,1142.0,1224.0,272.0,771.0,372.0,801.0,1317.0,282.0,59.0,2183.0,63057.0,54190.0,31584.0,61208.0,21319.0,36156.0,11404.0,32649.0,68921.0,67986.0,48685.0,36557.0,31341.0,90071.0,20463.0
NGA,Nigeria,,14999.0,20143.0,23983.0,10649.0,8877.0,28094.0,7063.0,11190.0,17136.0,12423.0,6855.0,52852.0,6447.0,18843.0,8491.0,1272.0,9960.0,2613.0,704.0,110927.0,31521.0,141258.0,42007.0,168107.0,212183.0,217151.0,143098.0,21385.0,88675.0,12393.0,106081.0,54734.0,85965.0,44026.0,115682.0
NIU,Niue,,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,121.0,
MKD,North Macedonia,,2.0,1.0,0.0,1.0,0.0,1819.0,64.0,19.0,0.0,1.0,116.0,4.0,7.0,701.0,217.0,5.0,27.0,1.0,3.0,5.0,9.0,18.0,19.0,27.0,36.0,53.0,,364.0,1056.0,217.0,229.0,2495.0,180.0,181.0,
MNP,Northern Mariana Islands,,0.0,0.0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,1.0,,0.0,29.0,116.0,7.0,,35.0
NOR,Norway,,10.0,2.0,1.0,0.0,4.0,18.0,12.0,1.0,0.0,14.0,3.0,8.0,4.0,39.0,3.0,2.0,4.0,,0.0,0.0,7.0,8.0,5.0,4.0,0.0,,,11.0,23.0,18.0,6.0,7.0,73.0,17.0,95.0
PSE,occupied Palestinian territory  including east Jerusalem,,,3.0,,11.0,1001.0,228.0,0.0,63.0,,,,,,,1.0,,,,,,,,,,5.0,138.0,40.0,28.0,33.0,,,,,,
OMN,Oman,,13.0,25.0,5.0,0.0,7.0,0.0,0.0,9.0,111.0,0.0,,0.0,13.0,5.0,3.0,19.0,18.0,24.0,13.0,25.0,18.0,1.0,5.0,15.0,15.0,9.0,5.0,12.0,46.0,68.0,181.0,3108.0,1834.0,220.0,1262.0
PAK,Pakistan,,24709.0,17722.0,8378.0,10399.0,2747.0,2066.0,33007.0,9175.0,2703.0,386.0,1370.0,8749.0,8046.0,4386.0,4321.0,863.0,1129.0,2801.0,7641.0,2981.0,4248.0,4740.0,3903.0,3849.0,2064.0,2940.0,2333.0,1848.0,1090.0,1720.0,1421.0,1967.0,2967.0,617.0,21785.0
PLW,Palau,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
PAN,Panama,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,90.0,845.0,2430.0,1891.0
PNG,Papua New Guinea,,47.0,12.0,2.0,0.0,4.0,1.0,19.0,7.0,0.0,38.0,2299.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1222.0,1385.0,3863.0,17620.0,4023.0,7135.0,6304.0,1148.0,678.0,2313.0,3730.0,6821.0,8212.0,6634.0,2740.0,4575.0
PRY,Paraguay,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,143.0,13.0,73.0,122.0,2066.0,864.0,526.0,1396.0
PER,Peru,,2.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,95.0,105.0,353.0,670.0,1730.0,22605.0,1014.0,737.0
PHL,Philippines,,3844.0,2892.0,589.0,206.0,3832.0,48525.0,20827.0,2428.0,716.0,619.0,58848.0,2920.0,1536.0,6538.0,6368.0,1469.0,341.0,530.0,9.0,118.0,3025.0,10511.0,7003.0,7360.0,7120.0,2981.0,1984.0,9218.0,,3913.0,3006.0,7541.0,39304.0,29037.0,42938.0
POL,Poland,,272.0,35.0,27.0,13.0,29.0,1367.0,359.0,63.0,123.0,,,84.0,71.0,,13.0,115.0,,40.0,120.0,13.0,11.0,48.0,34.0,133.0,77.0,99.0,2255.0,338.0,639.0,752.0,864.0,1410.0,3695.0,2419.0,56471.0
PRT,Portugal,,35.0,0.0,0.0,0.0,10.0,10.0,162.0,34.0,34.0,0.0,,1.0,23.0,2.0,5.0,3.0,1.0,0.0,0.0,7.0,5.0,8.0,8.0,,45.0,50.0,96.0,129.0,112.0,192.0,3230.0,881.0,208.0,275.0,407.0
QAT,Qatar,,55.0,127.0,1.0,1.0,3.0,5.0,2.0,9.0,30.0,18.0,46.0,73.0,160.0,101.0,295.0,112.0,,361.0,144.0,74.0,29.0,24.0,34.0,23.0,46.0,,116.0,439.0,38.0,0.0,31.0,86.0,68.0,563.0,314.0
KOR,Republic of Korea,,49.0,7.0,,0.0,6.0,194.0,15.0,5.0,18.0,7.0,442.0,107.0,2.0,42.0,114.0,17.0,2.0,194.0,28.0,7.0,11.0,33.0,62.0,23060.0,32647.0,,4.0,2.0,71.0,71.0,7883.0,,,,3415.0
MDA,Republic of Moldova,,216.0,3.0,,0.0,,90.0,340.0,0.0,0.0,0.0,2.0,27.0,11.0,0.0,0.0,0.0,0.0,10.0,34.0,6.0,4.0,87.0,4929.0,457.0,687.0,245.0,673.0,364.0,344.0,1174.0,3951.0,866.0,322.0,621.0,3242.0
ROU,Romania,,25505.0,3677.0,17.0,2.0,1004.0,3900.0,6407.0,9076.0,2435.0,4.0,59.0,1159.0,7450.0,4189.0,193.0,8.0,12.0,353.0,3196.0,5043.0,117.0,9.0,14.0,10.0,35.0,240.0,9547.0,23579.0,906.0,2188.0,6228.0,28321.0,6061.0,1773.0,4691.0
RUS,Russian Federation,,22455.0,13083.0,102.0,1.0,1212.0,4491.0,2539.0,721.0,178.0,843.0,4711.0,2339.0,2123.0,629.0,129.0,101.0,27.0,173.0,1147.0,454.0,2444.0,3291.0,580.0,2072.0,4800.0,7428.0,6215.0,2874.0,7120.0,6630.0,28672.0,74463.0,18570.0,20449.0,18370.0
RWA,Rwanda,,53.0,108.0,29.0,40.0,108.0,818.0,229.0,145.0,95.0,1.0,10.0,17.0,75.0,31.0,121.0,5.0,6.0,26.0,494.0,129.0,386.0,1064.0,2738.0,896.0,2095.0,4359.0,,787.0,3988.0,28874.0,5999.0,9861.0,17429.0,5820.0,8970.0
BES,Saba,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0
LCA,Saint Lucia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,30.0
VCT,Saint Vincent and the Grenadines,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WSM,Samoa,,0.0,0.0,0.0,0.0,11.0,5687.0,0.0,3.0,,,,,1.0,0.0,8.0,0.0,,,0.0,0.0,0.0,0.0,,,,,8.0,0.0,87.0,0.0,0.0,7.0,4.0,0.0,0.0
SMR,San Marino,,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,22.0,,,,6.0,7.0,1.0,1.0
STP,Sao Tome and Principe,,,,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.0,319.0,88.0,0.0,0.0,10.0
SAU,Saudi Arabia,,1260.0,2254.0,247.0,338.0,35.0,1035.0,1164.0,459.0,125.0,219.0,154.0,1164.0,294.0,362.0,334.0,82.0,158.0,4648.0,807.0,373.0,1880.0,1208.0,311.0,155.0,,2815.0,5519.0,3978.0,2407.0,2574.0,1253.0,3182.0,11299.0,6368.0,5439.0
SEN,Senegal,,496.0,564.0,508.0,187.0,212.0,267.0,12.0,11.0,162.0,58.0,32.0,17.0,46.0,18.0,428.0,999.0,6.0,11.0,3.0,0.0,31.0,1519.0,18184.0,24789.0,5839.0,3668.0,6594.0,6594.0,8069.0,,5944.0,14693.0,15367.0,11427.0,5004.0
SRB,Serbia,,892.0,50.0,0.0,1.0,0.0,22.0,5076.0,721.0,11.0,383.0,37.0,1.0,0.0,370.0,20.0,1.0,2.0,201.0,2.0,2.0,11.0,15.0,63.0,35.0,38.0,288.0,922.0,4692.0,458.0,524.0,800.0,16777.0,2108.0,991.0,4978.0
SYC,Seychelles,,2.0,0.0,0.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,2.0,626.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,13.0
SLE,Sierra Leone,,129.0,645.0,731.0,170.0,17.0,40.0,344.0,1873.0,920.0,607.0,1006.0,15.0,678.0,1865.0,1089.0,31.0,44.0,0.0,33.0,29.0,7.0,586.0,568.0,649.0,3575.0,,,361.0,,344.0,114.0,2288.0,914.0,284.0,830.0
SGP,Singapore,,12.0,,,,,152.0,38.0,70.0,,,,138.0,42.0,148.0,50.0,16.0,18.0,15.0,23.0,33.0,96.0,33.0,211.0,408.0,141.0,65.0,114.0,1413.0,,185.0,159.0,0.0,606.0,216.0,143.0
BES,Sint Eustatius,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,Sint Maarten (Dutch part),,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,Slovakia,,4.0,6.0,0.0,0.0,0.0,318.0,565.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,530.0,620.0,0.0,2.0,29.0,551.0,415.0,211.0,47.0
SVN,Slovenia,,17.0,1.0,0.0,0.0,6.0,51.0,9.0,8.0,1.0,18.0,52.0,1.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,13.0,9.0,8.0,398.0,134.0,7.0,10.0,32.0,
SLB,Solomon Islands,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,640.0,1527.0,86.0,45.0,343.0
