Datazone,dist_km,indicator,rank
S01009758,0.5713026102467132,Income_Domain,5861.5
S01009759,0.2894445882050861,Income_Domain,23.0
S01009760,0.15933270421408904,Income_Domain,1083.0
S01009761,0.36229462369051496,Income_Domain,2784.0
S01009762,0.31701896531972296,Income_Domain,830.0
S01009763,0.6702832977316017,Income_Domain,5008.0
S01009764,0.6450359348655097,Income_Domain,577.0
S01009765,0.5857524509985077,Income_Domain,2062.0
S01009766,0.48203927587863626,Income_Domain,4678.0
S01009767,0.9266746729072894,Income_Domain,2348.0
S01009768,0.03849876445152884,Income_Domain,1279.0
S01009769,0.22276228292805464,Income_Domain,4126.0
S01009770,0.7086327620716472,Income_Domain,4071.0
S01009771,0.38843802256383925,Income_Domain,3593.0
S01009772,0.48139304143771505,Income_Domain,4684.0
S01009773,0.49268494068367197,Income_Domain,3715.0
S01009774,0.7686715819968776,Income_Domain,3631.0
S01009775,0.8866678029984089,Income_Domain,155.0
S01009776,0.23492742600366873,Income_Domain,77.0
S01009777,0.436333771306881,Income_Domain,331.0
S01009778,0.20395760152173795,Income_Domain,181.0
S01009779,0.1256906527334853,Income_Domain,235.0
S01009780,0.8149017417356218,Income_Domain,132.0
S01009781,0.4242788789418752,Income_Domain,390.0
S01009782,0.6234371404490371,Income_Domain,1770.0
S01009783,0.4668928162827543,Income_Domain,308.0
S01009784,0.07995722441993622,Income_Domain,164.0
S01009785,0.19011751993498108,Income_Domain,394.0
S01009786,0.6259141689639823,Income_Domain,122.0
S01009787,0.2944969441844073,Income_Domain,188.0
S01009788,0.5233442653198285,Income_Domain,1624.0
S01009789,0.5627673835914,Income_Domain,997.0
S01009790,0.20296137929551983,Income_Domain,1791.0
S01009791,0.4930603018009711,Income_Domain,483.0
S01009792,0.5355736324962286,Income_Domain,4256.0
S01009793,1.0086604762810543,Income_Domain,4509.0
S01009794,0.7055611744916742,Income_Domain,5735.0
S01009795,0.911152428147963,Income_Domain,5378.0
S01009796,0.9055687208157932,Income_Domain,4448.0
S01009797,0.2617206929720843,Income_Domain,4195.0
S01009798,0.6538869463584884,Income_Domain,5515.0
S01009799,0.05080612309980742,Income_Domain,91.0
S01009800,0.747905102517027,Income_Domain,968.0
S01009801,0.35903337340557284,Income_Domain,478.0
S01009802,0.5661373686545854,Income_Domain,819.5
S01009803,0.5514169684294857,Income_Domain,421.0
S01009804,0.26628602483230085,Income_Domain,2729.0
S01009805,0.6578626048189783,Income_Domain,579.0
S01009806,0.045701977081548086,Income_Domain,1217.0
S01009807,0.36333773338645675,Income_Domain,2135.0
S01009808,0.43323758108324273,Income_Domain,2203.0
S01009809,0.5870996797126903,Income_Domain,1908.0
S01009810,0.34168114926159976,Income_Domain,418.0
S01009811,0.5092719447719027,Income_Domain,730.0
S01009812,0.632552397715158,Income_Domain,1210.0
S01009813,0.4164047490128172,Income_Domain,95.0
S01009814,0.6074856638361208,Income_Domain,2724.0
S01009815,0.6541554468391589,Income_Domain,1591.0
S01009816,0.8941551223142151,Income_Domain,2698.0
S01009817,0.37330691590533105,Income_Domain,1475.0
S01009818,0.939867801424023,Income_Domain,4052.0
S01009819,0.9429841651175731,Income_Domain,2366.0
S01009820,0.8519643266881582,Income_Domain,2467.0
S01009821,0.9406679134468725,Income_Domain,3255.0
S01009822,1.4011974986908824,Income_Domain,1828.0
S01009823,1.1283253895432903,Income_Domain,931.0
S01009824,1.0988210696330798,Income_Domain,1264.0
S01009825,0.9077313129801746,Income_Domain,1061.0
S01009826,0.9821329053082849,Income_Domain,818.0
S01009827,1.281516828606016,Income_Domain,1113.0
S01009828,1.2118047206336593,Income_Domain,144.0
S01009829,0.49373065359979745,Income_Domain,1228.0
S01009830,0.34829755029974857,Income_Domain,1410.0
S01009831,0.5825124250414613,Income_Domain,3025.0
S01009832,0.8895486181249619,Income_Domain,2577.0
S01009833,0.11699638732805737,Income_Domain,2648.0
S01009834,0.22735776519664555,Income_Domain,911.0
S01009835,0.4302364273558251,Income_Domain,737.0
S01009836,0.36472537903190855,Income_Domain,3036.0
S01009837,0.6321538949769726,Income_Domain,780.0
S01009838,0.6023256651109223,Income_Domain,833.0
S01009839,0.3756500765269871,Income_Domain,409.0
S01009840,0.24486565872675947,Income_Domain,870.0
S01009841,0.19984271996738087,Income_Domain,1038.5
S01009842,0.14737998024562873,Income_Domain,363.0
S01009843,0.16448456792977803,Income_Domain,51.0
S01009844,0.14444519985790422,Income_Domain,184.0
S01009845,0.15222981654460319,Income_Domain,1157.0
S01009846,0.4488347600725584,Income_Domain,560.0
S01009847,0.14506822284831317,Income_Domain,1316.0
S01009848,0.20648192174659194,Income_Domain,687.0
S01009849,0.6207215324693608,Income_Domain,790.0
S01009850,0.49855952540853865,Income_Domain,1502.0
S01009851,0.43066957119260296,Income_Domain,681.0
S01009852,0.7844448905943867,Income_Domain,2205.0
S01009853,0.5980520540170864,Income_Domain,2223.0
S01009854,0.6546529799157556,Income_Domain,1510.0
S01009855,0.9927986149514636,Income_Domain,3207.0
S01009856,0.5379726185911792,Income_Domain,2226.0
S01009857,0.722742819458791,Income_Domain,2650.0
S01009858,0.5431402885660231,Income_Domain,2622.0
S01009859,0.09824630013209053,Income_Domain,213.0
S01009860,0.1819663437564601,Income_Domain,88.0
S01009861,0.109741835923184,Income_Domain,599.0
S01009862,0.17484817833312224,Income_Domain,555.0
S01009863,0.473553852656651,Income_Domain,1446.0
S01009864,0.09504570095822565,Income_Domain,1196.0
S01009865,0.3598244034773102,Income_Domain,3350.0
S01009866,0.06460805345676189,Income_Domain,1748.0
S01009867,0.2766070313874808,Income_Domain,2469.0
S01009868,0.24158392896581074,Income_Domain,3352.0
S01009869,0.3119841761284078,Income_Domain,2882.0
S01009870,0.45527582383339305,Income_Domain,2414.0
S01009871,0.662246550367999,Income_Domain,963.0
S01009872,0.5866252060737134,Income_Domain,2086.0
S01009873,0.3481129877903295,Income_Domain,2304.0
S01009874,0.603898471551767,Income_Domain,1055.0
S01009875,0.3457296793343058,Income_Domain,922.0
S01009876,0.4224199802981488,Income_Domain,301.0
S01009877,0.8758290420245808,Income_Domain,4636.0
S01009878,0.5198944231027023,Income_Domain,1022.0
S01009879,0.5968367578910888,Income_Domain,5844.0
S01009880,0.2615249843177856,Income_Domain,2841.0
S01009881,0.16810265164331584,Income_Domain,2399.5
S01009882,0.0799049354782111,Income_Domain,3474.0
S01009883,0.23594241463541393,Income_Domain,3183.0
S01009884,0.364135116529918,Income_Domain,1259.0
S01009885,0.5529842590379651,Income_Domain,2692.0
S01009886,0.5119824947099606,Income_Domain,932.0
S01009887,0.6559723432213543,Income_Domain,411.0
S01009888,0.5345278083443954,Income_Domain,1008.0
S01009889,0.5353467601944325,Income_Domain,442.0
S01009890,0.6106093515550023,Income_Domain,1205.0
S01009891,0.36905832576014835,Income_Domain,1765.5
S01009892,0.5308264814390071,Income_Domain,336.0
S01009893,0.5453647663260103,Income_Domain,2148.0
S01009894,0.6602418853289349,Income_Domain,344.0
S01009895,0.47189280755636054,Income_Domain,327.0
S01009896,0.2821847898118009,Income_Domain,603.0
S01009897,0.5907980757921791,Income_Domain,1767.0
S01009898,0.5014190727547385,Income_Domain,594.0
S01009899,0.3793759954453647,Income_Domain,2946.0
S01009900,0.2943247957263297,Income_Domain,4306.0
S01009901,0.1634985952108704,Income_Domain,5014.0
S01009902,0.2441111581854606,Income_Domain,1470.5
S01009903,0.2761310170562916,Income_Domain,2261.0
S01009904,0.22701950018193007,Income_Domain,3035.0
S01009905,0.46532119774331904,Income_Domain,1571.0
S01009906,0.6176787806288407,Income_Domain,2550.5
S01009907,0.46649043194029804,Income_Domain,1235.0
S01009908,0.603152418895986,Income_Domain,3912.0
S01009909,0.5685757184856101,Income_Domain,3566.0
S01009910,0.5493553733407359,Income_Domain,4648.5
S01009911,0.24516955227405737,Income_Domain,4548.0
S01009912,0.5564752066932833,Income_Domain,3707.0
S01009913,1.1757426034382654,Income_Domain,5459.0
S01009914,0.9034671642279417,Income_Domain,4900.5
S01009915,0.2421083008554231,Income_Domain,4522.0
S01009916,0.6094177429725336,Income_Domain,3976.0
S01009917,0.4723752065092587,Income_Domain,5819.0
S01009918,0.4560127680906206,Income_Domain,5097.0
S01009919,0.4755969379950055,Income_Domain,2328.0
