Datazone,dist_km,indicator,rank
S01009851,0.43066957119260296,Income_Domain_Rank,681.0
S01009852,0.7844448905943867,Income_Domain_Rank,2205.0
S01009853,0.5980520540170864,Income_Domain_Rank,2223.0
S01009854,0.6546529799157556,Income_Domain_Rank,1510.0
S01009855,0.9927986149514636,Income_Domain_Rank,3207.0
S01009856,0.5379726185911792,Income_Domain_Rank,2226.0
S01009857,0.722742819458791,Income_Domain_Rank,2650.0
S01009858,0.5431402885660231,Income_Domain_Rank,2622.0
S01009859,0.09824630013209053,Income_Domain_Rank,213.0
S01009860,0.1819663437564601,Income_Domain_Rank,88.0
S01009861,0.109741835923184,Income_Domain_Rank,599.0
S01009862,0.17484817833312224,Income_Domain_Rank,555.0
S01009863,0.473553852656651,Income_Domain_Rank,1446.0
S01009864,0.09504570095822565,Income_Domain_Rank,1196.0
S01009865,0.3598244034773102,Income_Domain_Rank,3350.0
S01009866,0.06460805345676189,Income_Domain_Rank,1748.0
S01009867,0.2766070313874808,Income_Domain_Rank,2469.0
S01009868,0.24158392896581074,Income_Domain_Rank,3352.0
S01009869,0.3119841761284078,Income_Domain_Rank,2882.0
S01009870,0.45527582383339305,Income_Domain_Rank,2414.0
S01009871,0.662246550367999,Income_Domain_Rank,963.0
S01009872,0.5866252060737134,Income_Domain_Rank,2086.0
S01009873,0.3481129877903295,Income_Domain_Rank,2304.0
S01009874,0.603898471551767,Income_Domain_Rank,1055.0
S01009875,0.3457296793343058,Income_Domain_Rank,922.0
S01009876,0.4224199802981488,Income_Domain_Rank,301.0
S01009877,0.8758290420245808,Income_Domain_Rank,4636.0
S01009878,0.5198944231027023,Income_Domain_Rank,1022.0
S01009879,0.5968367578910888,Income_Domain_Rank,5844.0
S01009880,0.2615249843177856,Income_Domain_Rank,2841.0
S01009881,0.16810265164331584,Income_Domain_Rank,2399.5
S01009882,0.0799049354782111,Income_Domain_Rank,3474.0
S01009883,0.23594241463541393,Income_Domain_Rank,3183.0
S01009884,0.364135116529918,Income_Domain_Rank,1259.0
S01009885,0.5529842590379651,Income_Domain_Rank,2692.0
S01009886,0.5119824947099606,Income_Domain_Rank,932.0
S01009887,0.6559723432213543,Income_Domain_Rank,411.0
S01009888,0.5345278083443954,Income_Domain_Rank,1008.0
S01009889,0.5353467601944325,Income_Domain_Rank,442.0
S01009890,0.6106093515550023,Income_Domain_Rank,1205.0
S01009891,0.36905832576014835,Income_Domain_Rank,1765.5
S01009892,0.5308264814390071,Income_Domain_Rank,336.0
S01009893,0.5453647663260103,Income_Domain_Rank,2148.0
S01009894,0.6602418853289349,Income_Domain_Rank,344.0
S01009895,0.47189280755636054,Income_Domain_Rank,327.0
S01009896,0.2821847898118009,Income_Domain_Rank,603.0
S01009897,0.5907980757921791,Income_Domain_Rank,1767.0
S01009898,0.5014190727547385,Income_Domain_Rank,594.0
S01009899,0.3793759954453647,Income_Domain_Rank,2946.0
S01009900,0.2943247957263297,Income_Domain_Rank,4306.0
S01009901,0.1634985952108704,Income_Domain_Rank,5014.0
S01009902,0.2441111581854606,Income_Domain_Rank,1470.5
S01009903,0.2761310170562916,Income_Domain_Rank,2261.0
S01009904,0.22701950018193007,Income_Domain_Rank,3035.0
S01009905,0.46532119774331904,Income_Domain_Rank,1571.0
S01009906,0.6176787806288407,Income_Domain_Rank,2550.5
S01009907,0.46649043194029804,Income_Domain_Rank,1235.0
S01009908,0.603152418895986,Income_Domain_Rank,3912.0
S01009909,0.5685757184856101,Income_Domain_Rank,3566.0
S01009910,0.5493553733407359,Income_Domain_Rank,4648.5
S01009911,0.24516955227405737,Income_Domain_Rank,4548.0
S01009912,0.5564752066932833,Income_Domain_Rank,3707.0
S01009913,1.1757426034382654,Income_Domain_Rank,5459.0
S01009914,0.9034671642279417,Income_Domain_Rank,4900.5
S01009915,0.2421083008554231,Income_Domain_Rank,4522.0
S01009916,0.6094177429725336,Income_Domain_Rank,3976.0
S01009917,0.4723752065092587,Income_Domain_Rank,5819.0
S01009918,0.4560127680906206,Income_Domain_Rank,5097.0
S01009919,0.4755969379950055,Income_Domain_Rank,2328.0
S01009920,0.14213542674565383,Income_Domain_Rank,4821.0
S01009921,0.27396889536012525,Income_Domain_Rank,4457.0
S01009922,0.47715574554969153,Income_Domain_Rank,5129.0
S01009923,0.5743924803316867,Income_Domain_Rank,3687.0
S01009924,0.5191198482179001,Income_Domain_Rank,2815.0
S01009925,0.6884038609318238,Income_Domain_Rank,4441.5
S01009926,0.6832140249591071,Income_Domain_Rank,3627.5
S01009927,0.8465592768012875,Income_Domain_Rank,2797.0
S01009928,0.5407737499841119,Income_Domain_Rank,5810.0
S01009929,0.30887457895755477,Income_Domain_Rank,4758.0
S01009930,0.32730008814847295,Income_Domain_Rank,3521.0
S01009931,0.725556910725972,Income_Domain_Rank,5797.0
S01009932,0.6728230583762428,Income_Domain_Rank,3484.0
S01009933,0.24481298989480174,Income_Domain_Rank,525.0
S01009934,0.41479025446646084,Income_Domain_Rank,4331.0
S01009935,0.08221564267807653,Income_Domain_Rank,129.0
S01009936,0.2564801123424632,Income_Domain_Rank,593.0
S01009937,0.7798779747885098,Income_Domain_Rank,1948.0
S01009938,0.41473294696583285,Income_Domain_Rank,752.0
S01009939,0.47899022713576206,Income_Domain_Rank,103.0
S01009940,0.2688431640540524,Income_Domain_Rank,82.0
S01009941,0.4676766227038076,Income_Domain_Rank,2559.0
S01009942,0.7153607141892405,Income_Domain_Rank,491.0
S01009943,0.4916267091175721,Income_Domain_Rank,126.0
S01009944,1.0541991405533864,Income_Domain_Rank,1765.5
S01009945,0.4942480159892282,Income_Domain_Rank,406.0
S01009946,0.36336182699911956,Income_Domain_Rank,1625.0
S01009947,0.8408938489316247,Income_Domain_Rank,1832.0
S01009948,0.6138335724461097,Income_Domain_Rank,313.0
S01009949,0.5277596978131394,Income_Domain_Rank,1804.0
S01009950,1.227315911735807,Income_Domain_Rank,6081.0
S01009951,1.0513268332299721,Income_Domain_Rank,6369.0
S01009952,0.6352248166905842,Income_Domain_Rank,4571.0
S01009953,0.744133931977481,Income_Domain_Rank,4009.0
S01009954,0.7041329286598232,Income_Domain_Rank,2033.0
S01009955,0.6316572403453382,Income_Domain_Rank,2309.0
S01009956,1.0084255680822058,Income_Domain_Rank,2094.5
S01009957,0.9644629327521305,Income_Domain_Rank,6013.0
S01009958,0.6339969107926572,Income_Domain_Rank,6116.0
S01009959,1.2556506760214212,Income_Domain_Rank,5755.5
S01009960,1.0986476938756458,Income_Domain_Rank,4089.0
S01009961,0.8091601673261068,Income_Domain_Rank,4074.0
S01009962,0.8386461179476253,Income_Domain_Rank,3167.5
S01009963,0.6200328508630816,Income_Domain_Rank,6026.0
S01009964,0.3133886870727136,Income_Domain_Rank,4598.0
S01009965,0.5301105991158567,Income_Domain_Rank,5011.0
S01009966,0.7479997194887542,Income_Domain_Rank,6257.0
S01009967,0.5537271579928972,Income_Domain_Rank,4870.0
S01009968,0.8945709757575359,Income_Domain_Rank,4029.5
S01009969,1.2528577802013905,Income_Domain_Rank,5926.0
S01009970,0.38488699177127,Income_Domain_Rank,187.0
S01009971,0.10361677200556306,Income_Domain_Rank,494.0
S01009972,0.3694717438622203,Income_Domain_Rank,1699.5
S01009973,0.2001164517248448,Income_Domain_Rank,2591.5
S01009974,0.24919113258967884,Income_Domain_Rank,161.0
S01009975,0.3790210653464076,Income_Domain_Rank,16.0
S01009976,0.12465936028376602,Income_Domain_Rank,29.0
S01009977,0.1903772409958669,Income_Domain_Rank,28.0
S01009978,0.5202155979778411,Income_Domain_Rank,143.0
S01009979,0.44393616150388193,Income_Domain_Rank,172.0
S01009980,0.37532064610497556,Income_Domain_Rank,35.0
S01009981,0.17665229024992385,Income_Domain_Rank,196.0
S01009982,0.7595774998796164,Income_Domain_Rank,779.0
S01009983,0.5237296015808159,Income_Domain_Rank,72.0
S01009984,0.5888983607671338,Income_Domain_Rank,692.0
S01009985,0.30611708163484114,Income_Domain_Rank,54.0
S01009986,0.6573470681946048,Income_Domain_Rank,47.0
S01009987,0.5326172584434338,Income_Domain_Rank,509.0
S01009988,0.6968794143219055,Income_Domain_Rank,135.0
S01009989,0.7670202708642765,Income_Domain_Rank,2503.0
S01009990,0.9385766467160147,Income_Domain_Rank,2782.0
S01009991,0.7714697066245625,Income_Domain_Rank,2340.0
S01009992,0.5494656253502241,Income_Domain_Rank,401.0
S01009993,1.1693199627875581,Income_Domain_Rank,3067.0
S01009994,1.0901454559039956,Income_Domain_Rank,3564.0
S01009995,1.353808145856665,Income_Domain_Rank,3452.0
S01009996,1.0069507139125649,Income_Domain_Rank,2252.0
S01009997,1.3530880095345894,Income_Domain_Rank,3203.0
S01009998,0.7871495588730024,Income_Domain_Rank,4017.5
S01009999,0.9828287935737487,Income_Domain_Rank,4619.0
S01010000,0.6685105786881904,Income_Domain_Rank,3568.0
S01010001,1.0698147341228867,Income_Domain_Rank,2478.0
S01010002,0.4761355923365845,Income_Domain_Rank,3149.0
S01010003,0.6774857539749601,Income_Domain_Rank,4473.0
S01010004,0.6621796412779323,Income_Domain_Rank,4989.0
S01010005,0.5071084025835629,Income_Domain_Rank,2134.0
S01010006,0.521557237074569,Income_Domain_Rank,2278.0
S01010007,0.6285669070671686,Income_Domain_Rank,4154.0
S01010008,0.24495321251122035,Income_Domain_Rank,3011.0
S01010009,0.3678683059245996,Income_Domain_Rank,1955.0
S01010010,0.43917659573086537,Income_Domain_Rank,4083.0
S01010011,0.45503102970169274,Income_Domain_Rank,956.0
S01010012,0.5366696958648877,Income_Domain_Rank,4053.0
S01010013,0.3840934269585704,Income_Domain_Rank,1676.0
S01010014,0.40067177197197423,Income_Domain_Rank,2756.0
S01010015,0.23514908121054634,Income_Domain_Rank,3714.0
S01010016,0.7796199033782956,Income_Domain_Rank,1183.0
S01010017,0.7920405705881226,Income_Domain_Rank,632.0
S01010018,0.489585580999922,Income_Domain_Rank,1086.0
S01010019,0.5715573068492982,Income_Domain_Rank,80.0
S01010020,0.4090468018369614,Income_Domain_Rank,1360.0
S01010021,0.23912515652761251,Income_Domain_Rank,498.0
S01010022,0.5604265306289634,Income_Domain_Rank,1691.0
S01010023,0.08602062018125166,Income_Domain_Rank,11.0
S01010024,0.507195590777794,Income_Domain_Rank,568.0
S01010025,0.17994843356825097,Income_Domain_Rank,346.0
S01010026,0.4146142126081617,Income_Domain_Rank,531.0
S01010027,0.3802554576673845,Income_Domain_Rank,1544.0
S01010028,0.3172062399071402,Income_Domain_Rank,427.0
S01010029,0.28343746878747805,Income_Domain_Rank,182.0
S01010030,0.19851568653282323,Income_Domain_Rank,2607.0
S01010031,0.0941314050686408,Income_Domain_Rank,3424.0
S01010032,0.07472463126031574,Income_Domain_Rank,2445.0
S01010033,0.2038258421933298,Income_Domain_Rank,704.0
S01010034,0.16831191405315002,Income_Domain_Rank,734.0
S01010035,0.17376372606801688,Income_Domain_Rank,4685.5
S01010036,0.06225950652214782,Income_Domain_Rank,6769.0
S01010037,0.06916663811758314,Income_Domain_Rank,154.0
S01010038,0.22562703598202136,Income_Domain_Rank,535.0
S01010039,0.09958335058227977,Income_Domain_Rank,4498.0
S01010040,0.4763013596835787,Income_Domain_Rank,3736.0
S01010041,0.12536327564754768,Income_Domain_Rank,2028.0
S01010042,0.16103918121606114,Income_Domain_Rank,1977.0
S01010043,0.14423401366444352,Income_Domain_Rank,510.0
S01010044,0.37586995682999846,Income_Domain_Rank,897.0
S01010045,0.42342486369014215,Income_Domain_Rank,86.0
S01010046,0.07684114584835065,Income_Domain_Rank,57.0
S01010047,0.41818155936141493,Income_Domain_Rank,24.0
S01010048,0.22785238778538416,Income_Domain_Rank,326.0
S01010049,0.07178957062185813,Income_Domain_Rank,231.0
S01010050,0.11657359230964998,Income_Domain_Rank,420.0
S01010051,0.18378191581483125,Income_Domain_Rank,239.0
S01010052,0.33535133949855833,Income_Domain_Rank,666.0
S01010053,0.4281296787859073,Income_Domain_Rank,691.0
S01010054,0.3533760015203623,Income_Domain_Rank,92.0
S01010055,0.29909289010835416,Income_Domain_Rank,195.0
S01010056,0.13844312163877137,Income_Domain_Rank,120.0
S01010057,0.32463609535808396,Income_Domain_Rank,609.0
S01010058,0.274812226527469,Income_Domain_Rank,700.0
S01010059,0.3746088553312433,Income_Domain_Rank,2054.0
S01010060,0.17319144763918295,Income_Domain_Rank,880.0
S01010061,0.3354312403491747,Income_Domain_Rank,2615.0
S01010062,0.22030868842216744,Income_Domain_Rank,328.0
S01010063,0.18696965886244687,Income_Domain_Rank,277.0
S01010064,0.21637506594141628,Income_Domain_Rank,1436.0
S01010065,0.341602524268946,Income_Domain_Rank,445.0
S01010066,0.23616167219592388,Income_Domain_Rank,366.0
S01010067,0.4474191226327094,Income_Domain_Rank,116.0
S01010068,0.3591505972587938,Income_Domain_Rank,2029.0
S01010069,0.26875558349235984,Income_Domain_Rank,3552.0
S01010070,0.22293289445095807,Income_Domain_Rank,4799.0
S01010071,0.4162358909860133,Income_Domain_Rank,2434.0
S01010072,0.6256247154010842,Income_Domain_Rank,2146.0
S01010073,0.8400664094747257,Income_Domain_Rank,3480.0
S01010074,0.08043278102132673,Income_Domain_Rank,3524.0
S01010075,0.50433737967279,Income_Domain_Rank,2060.0
S01010076,0.4010577104667245,Income_Domain_Rank,1819.0
S01010077,0.25219015610786616,Income_Domain_Rank,849.0
S01010078,0.48019725746813735,Income_Domain_Rank,4933.0
S01010079,0.6253927395412839,Income_Domain_Rank,5989.0
S01010080,0.46681046001023446,Income_Domain_Rank,5667.0
S01010081,0.2072105895954802,Income_Domain_Rank,4623.0
S01010082,0.5240144575384145,Income_Domain_Rank,3627.5
S01010083,0.24898352039821225,Income_Domain_Rank,1218.0
S01010084,0.40213321285164794,Income_Domain_Rank,879.0
S01010085,0.6354864864815325,Income_Domain_Rank,4335.0
S01010086,0.20575909364068823,Income_Domain_Rank,507.0
S01010087,0.7537225025697046,Income_Domain_Rank,4184.5
S01010088,0.6313437501171426,Income_Domain_Rank,5604.0
S01010089,0.16561624250430865,Income_Domain_Rank,1777.0
S01010090,0.14107216693811034,Income_Domain_Rank,3185.0
S01010091,0.7072927925634932,Income_Domain_Rank,4131.0
S01010092,0.23341329415240838,Income_Domain_Rank,387.0
S01010093,0.40985538595664806,Income_Domain_Rank,3111.5
S01010094,0.2798033201753668,Income_Domain_Rank,4299.0
S01010095,0.7216417711582598,Income_Domain_Rank,5577.0
S01010096,0.4320398642983279,Income_Domain_Rank,4629.5
S01010097,0.37250285009827755,Income_Domain_Rank,4004.0
S01010098,0.5012569760885044,Income_Domain_Rank,4780.5
S01010099,0.6818108718302491,Income_Domain_Rank,5133.0
S01010100,0.21661599078497437,Income_Domain_Rank,3831.5
S01010101,0.5233202585587584,Income_Domain_Rank,4527.0
S01010102,0.7291768601083598,Income_Domain_Rank,4911.0
S01010103,0.35528580247802993,Income_Domain_Rank,4997.0
S01010104,0.5552097465623654,Income_Domain_Rank,4079.5
S01010105,0.1461297783050813,Income_Domain_Rank,436.0
S01010106,0.07350826042509671,Income_Domain_Rank,1227.0
S01010107,0.11647297235283516,Income_Domain_Rank,784.0
S01010108,0.1525410606042596,Income_Domain_Rank,807.0
S01010109,0.17317233905879031,Income_Domain_Rank,1195.0
S01010110,0.09014545813884217,Income_Domain_Rank,204.5
S01010111,0.06967829556645075,Income_Domain_Rank,49.0
S01010112,0.14050544402796272,Income_Domain_Rank,190.0
S01010113,0.20761742506533779,Income_Domain_Rank,254.0
S01010114,0.3876777168952439,Income_Domain_Rank,31.0
S01010115,0.24890431934191773,Income_Domain_Rank,2224.0
S01010116,0.11001668902174455,Income_Domain_Rank,3522.0
S01010117,0.5487306590857751,Income_Domain_Rank,5536.0
S01010118,0.16741757995530213,Income_Domain_Rank,90.0
S01010119,0.1469306739533293,Income_Domain_Rank,647.0
S01010120,0.13577956040363912,Income_Domain_Rank,71.0
S01010121,0.24068762285742135,Income_Domain_Rank,59.0
S01010122,0.18912250824067453,Income_Domain_Rank,17.0
S01010123,0.3407893904390477,Income_Domain_Rank,168.0
S01010124,0.21181848955000962,Income_Domain_Rank,2200.0
S01010125,0.16937727617035137,Income_Domain_Rank,1448.0
S01010126,0.21153627656468332,Income_Domain_Rank,1252.0
S01010127,0.4301725962227641,Income_Domain_Rank,408.0
S01010128,0.29731952689038477,Income_Domain_Rank,50.0
S01010129,0.21293543518839414,Income_Domain_Rank,25.0
S01010130,0.3122186861970027,Income_Domain_Rank,812.0
S01010131,0.3078765179544357,Income_Domain_Rank,4046.0
S01010132,0.2652258088971722,Income_Domain_Rank,720.0
S01010133,0.39157390358027394,Income_Domain_Rank,141.0
S01010134,0.534039831686441,Income_Domain_Rank,773.0
S01010135,0.5291113692157695,Income_Domain_Rank,618.0
S01010136,0.21645480840297548,Income_Domain_Rank,2255.0
S01010137,0.4484809527163608,Income_Domain_Rank,493.0
S01010138,0.3446194555260347,Income_Domain_Rank,7.0
S01010139,0.6007118590432484,Income_Domain_Rank,623.0
S01010140,0.4610858369026106,Income_Domain_Rank,2067.0
S01010141,0.38097689065443474,Income_Domain_Rank,98.0
S01010142,0.18813212264415444,Income_Domain_Rank,386.0
S01010143,0.4851363736831504,Income_Domain_Rank,1150.0
S01010144,0.15165477247355758,Income_Domain_Rank,945.0
S01010145,0.14037514418166863,Income_Domain_Rank,1795.0
S01010146,0.17646537081580904,Income_Domain_Rank,240.0
S01010147,0.21691347852921458,Income_Domain_Rank,138.0
S01010148,0.24614728878369158,Income_Domain_Rank,294.0
S01010149,0.13984667730120964,Income_Domain_Rank,1613.0
S01010150,0.18635523836478265,Income_Domain_Rank,140.0
S01010151,0.3248130702319396,Income_Domain_Rank,193.0
S01010152,0.20263251310243463,Income_Domain_Rank,1681.0
S01010153,0.6047332093106533,Income_Domain_Rank,884.0
S01010154,0.5050998919336804,Income_Domain_Rank,640.0
S01010155,0.6162826015774865,Income_Domain_Rank,1222.0
S01010156,0.2528072349255996,Income_Domain_Rank,719.0
S01010157,0.3991444991279576,Income_Domain_Rank,106.0
S01010158,0.2971361057665445,Income_Domain_Rank,1029.0
S01010159,0.36529347400951034,Income_Domain_Rank,746.0
S01010160,0.07777461681708535,Income_Domain_Rank,124.0
S01010161,0.20582572865163892,Income_Domain_Rank,1747.0
S01010162,0.047266445478731885,Income_Domain_Rank,130.0
S01010163,0.23687493854108801,Income_Domain_Rank,105.0
S01010164,0.2829707715392074,Income_Domain_Rank,649.0
S01010165,0.09306957806319352,Income_Domain_Rank,221.0
S01010166,0.32466523490362076,Income_Domain_Rank,1614.0
S01010167,0.3592177671104283,Income_Domain_Rank,446.0
S01010168,0.05762655461261988,Income_Domain_Rank,767.0
S01010169,0.21126189480572843,Income_Domain_Rank,359.0
S01010170,0.2997800627905839,Income_Domain_Rank,551.0
S01010171,0.3660963598099133,Income_Domain_Rank,233.0
S01010172,0.12607613193014874,Income_Domain_Rank,322.0
S01010173,0.4170990424321477,Income_Domain_Rank,1964.0
S01010174,0.39741334893214914,Income_Domain_Rank,4133.0
S01010175,0.5898399899053288,Income_Domain_Rank,1158.0
S01010176,0.3958550069634179,Income_Domain_Rank,1725.0
S01010177,0.1620570444639568,Income_Domain_Rank,53.0
S01010178,0.5043259341389242,Income_Domain_Rank,212.0
S01010179,0.42890635573022146,Income_Domain_Rank,219.0
S01010180,0.1909059232917343,Income_Domain_Rank,2680.0
S01010181,0.040227236936678755,Income_Domain_Rank,189.0
S01010182,0.3983020865785085,Income_Domain_Rank,3765.0
S01010183,0.31738118127434406,Income_Domain_Rank,564.0
S01010184,0.12376645142988324,Income_Domain_Rank,696.0
S01010185,0.2983727000037861,Income_Domain_Rank,443.0
S01010186,0.3823986942034106,Income_Domain_Rank,4685.5
S01010187,0.3975255892498252,Income_Domain_Rank,3644.0
S01010188,0.3814691707507621,Income_Domain_Rank,3795.0
S01010189,0.21438350635440168,Income_Domain_Rank,5297.0
S01010190,0.23558990038048314,Income_Domain_Rank,5759.0
S01010191,0.284104264309117,Income_Domain_Rank,3721.0
S01010192,0.4439001370106351,Income_Domain_Rank,4877.0
S01010193,0.30557384430270274,Income_Domain_Rank,4506.0
S01010194,0.589216437537896,Income_Domain_Rank,1646.0
S01010195,0.5090907089600253,Income_Domain_Rank,1087.0
S01010196,0.06578370860747225,Income_Domain_Rank,890.0
S01010197,0.3807056095100851,Income_Domain_Rank,508.0
S01010198,0.40011808211175787,Income_Domain_Rank,612.0
S01010199,0.2508157679289675,Income_Domain_Rank,610.0
S01010200,0.2723369953629425,Income_Domain_Rank,1208.0
S01010201,0.2927939395726401,Income_Domain_Rank,2507.5
S01010202,0.06718772576499803,Income_Domain_Rank,162.0
S01010203,0.43874664161098137,Income_Domain_Rank,4683.0
S01010204,0.3097792702764782,Income_Domain_Rank,127.0
S01010205,0.28434320405401486,Income_Domain_Rank,532.0
S01010206,0.0869194613111566,Income_Domain_Rank,6969.0
S01010207,0.017632568902004833,Income_Domain_Rank,5.0
S01010208,0.02862322339294776,Income_Domain_Rank,1595.0
S01010209,0.3315670281682849,Income_Domain_Rank,209.0
S01010210,0.5341305918592971,Income_Domain_Rank,1639.0
S01010211,0.02682079233938096,Income_Domain_Rank,351.0
S01010212,0.08064965467273744,Income_Domain_Rank,73.0
S01010213,0.37049112136707074,Income_Domain_Rank,947.0
S01010214,0.21068999870473093,Income_Domain_Rank,3323.0
S01010215,0.02917657831741737,Income_Domain_Rank,169.0
S01010216,0.26351573136681844,Income_Domain_Rank,125.0
S01010217,0.044439025851794066,Income_Domain_Rank,232.0
S01010218,0.27243316065635886,Income_Domain_Rank,422.0
S01010219,0.24057181599891023,Income_Domain_Rank,2579.5
S01010220,0.08132609993349017,Income_Domain_Rank,5961.0
S01010221,0.13013223518706085,Income_Domain_Rank,147.0
S01010222,0.26597913366339615,Income_Domain_Rank,822.0
S01010223,0.07850064499753001,Income_Domain_Rank,654.0
S01010224,0.06233245397520507,Income_Domain_Rank,33.0
S01010225,0.1030479033326276,Income_Domain_Rank,845.0
S01010226,0.16430570589803703,Income_Domain_Rank,6969.0
S01010227,0.05426774941679598,Income_Domain_Rank,6969.0
S01010228,0.13401804661982195,Income_Domain_Rank,208.0
S01010229,0.08132824560137991,Income_Domain_Rank,960.0
S01010230,0.1340614371504788,Income_Domain_Rank,48.0
